Activity Date,Instrument,Trans Code,Quantity,Price,Amount,Trade Type,Expiration Date,Strike
2021-01-07,PRSP,STC,5,85.0,424.98,Call,2021-02-19,30.0
2021-01-07,HYLN,STC,2,5.0,9.98,Call,2021-01-15,30.0
2021-01-07,IPOF,BTO,1,80.0,-80.0,Call,2021-02-19,17.5
2021-01-07,ABB,BTO,15,12.0,-180.0,Call,2021-03-19,34.0
2021-01-07,ABB,BTO,15,12.0,-180.0,Call,2021-03-19,34.0
2021-01-07,AAPL,BTO,5,61.0,-305.0,Call,2021-01-22,142.0
2021-01-07,PRSP,STC,3,85.0,254.98,Call,2021-02-19,30.0
2021-01-07,PRSP,STC,8,27.0,215.97,Call,2021-01-15,30.0
2021-01-07,GILD,STC,8,11.0,87.97,Call,2021-01-15,70.0
2021-01-07,PRSP,STC,2,85.0,169.98,Call,2021-02-19,30.0
2021-01-07,MVIS,STC,5,71.0,354.98,Put,2021-01-15,6.0
2021-01-07,TSLA,STC,1,720.0,719.97,Call,2021-01-08,810.0
2021-01-07,TSLA,BTO,1,760.0,-760.0,Call,2021-01-08,810.0
2021-01-07,FDX,BTO,1,154.0,-154.0,Call,2021-01-29,275.0
2021-01-07,FDX,BTO,1,154.0,-154.0,Call,2021-01-29,275.0
2021-01-07,GILD,STC,4,36.0,143.98,Call,2021-01-15,65.0
2021-01-07,RKT,STC,1,2.0,1.98,Call,2021-01-08,21.0
2021-01-07,BABA,BTO,1,395.0,-395.0,Call,2021-01-15,230.0
2021-01-07,SPOT,STC,1,204.99999999999997,204.98,Call,2021-01-29,380.0
2021-01-07,PRSP,STC,4,35.0,139.98,Call,2021-01-15,30.0
2021-01-07,PRSP,STC,1,103.0,102.98,Call,2021-02-19,30.0
2021-01-06,GILD,STC,5,32.0,159.98,Call,2021-01-15,65.0
2021-01-06,GHIV,BTO,1,135.0,-135.0,Call,2021-03-19,15.0
2021-01-06,GILD,STC,5,225.0,1124.96,Call,2021-01-15,60.0
2021-01-06,PRSP,STC,1,60.0,59.98,Call,2021-02-19,30.0
2021-01-06,PLTR,BTO,1,222.00000000000003,-222.0,Call,2021-03-19,30.0
2021-01-06,PRSP,STC,1,35.0,34.98,Call,2021-01-15,30.0
2021-01-06,T,STC,8,2.0,15.97,Call,2021-01-15,33.0
2021-01-06,PRSP,STC,1,85.0,84.98,Call,2021-02-19,30.0
2021-01-06,NGA,BTO,1,330.0,-330.0,Call,2021-02-19,30.0
2021-01-06,SPOT,BTO,1,180.0,-180.0,Call,2021-01-29,380.0
2021-01-06,PRSP,STC,1,81.0,80.98,Call,2021-02-19,30.0
2021-01-06,PRSP,STC,1,81.0,80.98,Call,2021-02-19,30.0
2021-01-06,NFLX,STC,2,440.00000000000006,879.97,Call,2021-01-08,515.0
2021-01-06,NFLX,BTO,2,405.0,-810.0,Call,2021-01-08,515.0
2021-01-06,GHIV,BTO,1,150.0,-150.0,Call,2021-03-19,15.0
2021-01-05,PRSP,STC,25,45.0,1124.92,Call,2021-02-19,30.0
2021-01-05,GILD,STC,1,153.0,152.98,Call,2021-01-15,60.0
2021-01-05,PRSP,BTO,7,15.0,-105.0,Call,2021-01-15,30.0
2021-01-05,PRSP,BTO,8,15.0,-120.0,Call,2021-01-15,30.0
2021-01-05,QCOM,STC,1,340.0,339.98,Call,2021-01-08,150.0
2021-01-05,PRSP,BTO,1,145.0,-145.0,Call,2021-01-15,22.5
2021-01-05,PRSP,BTO,25,24.0,-600.0,Call,2021-02-19,30.0
2021-01-05,PRSP,BTO,25,24.0,-600.0,Call,2021-02-19,30.0
2021-01-05,DOCU,STC,1,109.00000000000001,108.98,Call,2021-01-08,240.0
2021-01-05,RKT,BTO,1,10.0,-10.0,Call,2021-01-08,21.0
2021-01-05,DOCU,STC,1,263.0,262.98,Call,2021-01-08,240.0
2021-01-04,QCOM,BTO,1,189.0,-189.0,Call,2021-01-08,150.0
2021-01-04,GILD,STC,2,155.0,309.98,Call,2021-01-15,60.0
2021-01-04,GILD,STC,5,34.0,169.98,Call,2021-01-15,65.0
2021-01-04,GILD,STC,1,14.000000000000002,13.98,Call,2021-01-15,70.0
2021-01-04,GILD,STC,4,14.000000000000002,55.98,Call,2021-01-15,70.0
2021-01-04,GILD,STC,2,151.0,301.98,Call,2021-01-15,60.0
2021-01-04,GILD,STC,4,30.0,119.98,Call,2021-01-15,65.0
2021-01-04,GILD,STC,6,30.0,179.98,Call,2021-01-15,65.0
2021-01-04,GILD,STC,2,31.0,61.98,Call,2021-01-15,65.0
2021-01-04,GILD,STC,1,9.0,8.98,Call,2021-01-15,75.0
2021-01-04,DOCU,BTO,2,56.99999999999999,-114.0,Call,2021-01-08,240.0
2021-01-04,GILD,STC,1,9.0,8.98,Call,2021-01-15,75.0
2021-01-04,GILD,STC,4,9.0,35.98,Call,2021-01-15,75.0
2021-01-04,GILD,STC,2,9.0,17.98,Call,2021-01-15,75.0
2021-01-04,GILD,STC,1,9.0,8.98,Call,2021-01-15,75.0
2021-01-04,GILD,STC,1,9.0,8.98,Call,2021-01-15,75.0
2021-01-04,GILD,STC,1,9.0,8.98,Call,2021-01-15,75.0
2021-01-04,GILD,STC,5,127.0,634.97,Call,2021-01-15,60.0
2021-01-04,GHIV,BTO,1,204.99999999999997,-205.0,Call,2021-03-19,15.0
2021-01-04,MVIS,STC,3,119.0,356.98,Put,2021-01-15,6.0
2021-01-04,CRM,STC,1,213.0,212.98,Call,2021-02-19,250.0
2020-12-31,GILD,BTO,20,34.0,-680.0,Call,2021-01-15,65.0
2020-12-31,GILD,BTO,1,34.0,-34.0,Call,2021-01-15,65.0
2020-12-31,GILD,BTO,9,20.0,-180.0,Call,2021-01-15,70.0
2020-12-31,GILD,BTO,2,20.0,-40.0,Call,2021-01-15,70.0
2020-12-31,GILD,BTO,2,20.0,-40.0,Call,2021-01-15,70.0
2020-12-31,GILD,BTO,2,20.0,-40.0,Call,2021-01-15,70.0
2020-12-31,GILD,BTO,5,20.0,-100.0,Call,2021-01-15,70.0
2020-12-30,GILD,BTO,10,53.0,-530.0,Call,2021-01-15,60.0
2020-12-30,GILD,BTO,1,53.0,-53.0,Call,2021-01-15,60.0
2020-12-30,GILD,BTO,1,53.0,-53.0,Call,2021-01-15,60.0
2020-12-30,GILD,BTO,2,53.0,-106.0,Call,2021-01-15,60.0
2020-12-30,GILD,BTO,7,53.0,-371.0,Call,2021-01-15,60.0
2020-12-30,GILD,BTO,4,53.0,-212.0,Call,2021-01-15,60.0
2020-12-30,GILD,BTO,5,17.0,-85.0,Call,2021-01-15,65.0
2020-12-30,GILD,STC,3,8.0,23.98,Call,2021-01-15,75.0
2020-12-30,IWM,STC,1,186.0,185.98,Call,2021-01-08,200.0
2020-12-29,IWM,BTO,1,136.0,-136.0,Call,2021-01-08,200.0
2020-12-29,GILD,BTO,28,6.0,-168.0,Call,2021-01-15,75.0
2020-12-29,GILD,BTO,2,6.0,-12.0,Call,2021-01-15,75.0
2020-12-29,GILD,BTO,1,6.0,-6.0,Call,2021-01-15,75.0
2020-12-29,GILD,BTO,4,6.0,-24.0,Call,2021-01-15,75.0
2020-12-29,GILD,BTO,3,6.0,-18.0,Call,2021-01-15,75.0
2020-12-29,GILD,BTO,10,6.0,-60.0,Call,2021-01-15,75.0
2020-12-29,GILD,BTO,2,6.0,-12.0,Call,2021-01-15,75.0
2020-12-29,GILD,BTO,2,7.000000000000001,-14.0,Call,2021-01-15,75.0
2020-12-28,GILD,BTO,10,6.0,-60.0,Call,2021-01-15,75.0
2020-12-28,GILD,BTO,5,9.0,-45.0,Call,2021-01-15,70.0
2020-12-28,GILD,BTO,5,10.0,-50.0,Call,2021-01-15,70.0
2020-12-28,GILD,BTO,1,6.0,-6.0,Call,2021-01-15,75.0
2020-12-24,GHIV,BTO,6,265.0,-1590.0,Call,2021-03-19,15.0
2020-12-24,FEYE,STC,14,6.0,83.96,Put,2020-12-24,22.0
2020-12-24,FEYE,STC,2,6.0,11.98,Put,2020-12-24,22.0
2020-12-24,FEYE,STC,2,3.0,5.98,Put,2020-12-24,22.0
2020-12-24,FEYE,STC,6,3.0,17.98,Put,2020-12-24,22.0
2020-12-24,FEYE,STC,1,3.0,2.98,Put,2020-12-24,22.0
2020-12-24,FEYE,STC,1,3.0,2.98,Put,2020-12-24,22.0
2020-12-24,FEYE,STC,1,3.0,2.98,Put,2020-12-24,22.0
2020-12-24,FEYE,STC,1,3.0,2.98,Put,2020-12-24,22.0
2020-12-24,FEYE,STC,1,3.0,2.98,Put,2020-12-24,22.0
2020-12-24,FEYE,STC,1,3.0,2.98,Put,2020-12-24,22.0
2020-12-24,FEYE,STC,1,3.0,2.98,Put,2020-12-24,22.0
2020-12-24,FEYE,STC,1,3.0,2.98,Put,2020-12-24,22.0
2020-12-23,FEYE,BTO,1,5.0,-5.0,Put,2020-12-24,22.0
2020-12-23,FEYE,BTO,30,5.0,-150.0,Put,2020-12-24,22.0
2020-12-23,FEYE,BTO,1,5.0,-5.0,Put,2020-12-24,22.0
2020-12-22,MVIS,STC,5,95.0,474.97,Put,2021-01-15,6.0
2020-12-22,MVIS,STC,1,125.0,124.98,Put,2021-01-15,6.0
2020-12-22,CLF,STC,1,40.0,39.98,Call,2021-01-15,15.0
2020-12-22,MVIS,STC,40,127.0,5079.8,Put,2021-01-15,6.0
2020-12-22,MVIS,BTO,4,135.0,-540.0,Put,2021-01-15,6.0
2020-12-22,MVIS,BTO,1,135.0,-135.0,Put,2021-01-15,6.0
2020-12-22,MVIS,STC,5,252.99999999999997,1264.96,Call,2021-02-19,5.0
2020-12-22,MVIS,BTO,50,145.0,-7250.0,Put,2021-01-15,6.0
2020-12-22,MVIS,BTO,1,135.0,-135.0,Put,2021-01-15,6.0
2020-12-22,MVIS,STC,2,290.0,579.97,Call,2021-02-19,5.0
2020-12-22,OPEN,STC,1,160.0,159.98,Call,2021-01-15,35.0
2020-12-22,MVIS,STC,10,270.0,2699.92,Call,2021-02-19,5.0
2020-12-22,MVIS,STC,10,280.0,2799.91,Call,2021-02-19,5.0
2020-12-22,MVIS,STC,2,340.0,679.97,Call,2021-02-19,5.0
2020-12-22,SQ,STC,1,137.0,136.98,Call,2021-01-15,300.0
2020-12-22,NFLX,STC,1,830.0000000000001,829.97,Call,2020-12-31,530.0
2020-12-22,NFLX,BTO,1,825.0,-825.0,Call,2020-12-31,530.0
2020-12-22,MVIS,STC,5,300.0,1499.95,Call,2021-02-19,5.0
2020-12-22,CLVS,STC,2,11.0,21.98,Call,2020-12-24,5.5
2020-12-22,OPEN,STC,2,250.0,499.97,Call,2021-01-15,35.0
2020-12-21,CLVS,BTO,1,11.0,-11.0,Call,2020-12-24,5.5
2020-12-21,CLVS,BTO,1,11.0,-11.0,Call,2020-12-24,5.5
2020-12-21,OPEN,BTO,3,130.0,-390.0,Call,2021-01-15,35.0
2020-12-21,SQ,BTO,1,110.00000000000001,-110.0,Call,2021-01-15,300.0
2020-12-21,NVDA,STC,1,570.0,569.97,Call,2020-12-31,540.0
2020-12-21,CSCO,STC,10,10.0,99.97,Call,2021-01-29,50.0
2020-12-18,RPRX,OEXP,24,0.0,0.0,Put,2020-12-18,35.0
2020-12-18,C,OEXP,2,0.0,0.0,Call,2020-12-18,63.0
2020-12-18,ADMP,OEXP,15,0.0,0.0,Call,2020-12-18,2.5
2020-12-18,NVDA,BTO,1,790.0,-790.0,Call,2020-12-31,540.0
2020-12-18,SPY,STC,2,99.0,197.98,Put,2020-12-23,360.0
2020-12-18,SPY,BTO,1,118.0,-118.0,Put,2020-12-23,360.0
2020-12-18,SPY,BTO,1,118.0,-118.0,Put,2020-12-23,360.0
2020-12-18,CSCO,STC,1,10.0,9.98,Call,2021-01-29,50.0
2020-12-18,CSCO,STC,6,10.0,59.98,Call,2021-01-29,50.0
2020-12-18,CSCO,STC,3,10.0,29.98,Call,2021-01-29,50.0
2020-12-18,BB,STC,5,5.0,24.98,Call,2020-12-24,10.0
2020-12-17,MVIS,BTO,1,270.0,-270.0,Call,2023-01-20,5.0
2020-12-17,MVIS,BTO,1,229.99999999999997,-230.0,Call,2023-01-20,5.0
2020-12-17,CRM,BTO,1,545.0,-545.0,Call,2021-02-19,250.0
2020-12-17,MVIS,BTO,1,215.0,-215.0,Call,2022-01-21,5.0
2020-12-17,BA,STC,2,183.0,365.98,Call,2020-12-18,230.0
2020-12-16,BA,BTO,1,185.0,-185.0,Call,2020-12-18,230.0
2020-12-16,BA,BTO,1,173.0,-173.0,Call,2020-12-18,230.0
2020-12-16,C,STC,1,6.0,5.98,Call,2020-12-18,63.0
2020-12-16,C,STC,4,6.0,23.98,Call,2020-12-18,63.0
2020-12-15,MVIS,STC,3,85.0,254.98,Call,2021-02-19,5.0
2020-12-15,MVIS,STC,2,30.0,59.98,Call,2020-12-18,4.5
2020-12-15,CSCO,BTO,3,10.0,-30.0,Call,2021-01-29,50.0
2020-12-15,CSCO,BTO,2,10.0,-20.0,Call,2021-01-29,50.0
2020-12-15,CSCO,BTO,13,10.0,-130.0,Call,2021-01-29,50.0
2020-12-15,CSCO,BTO,2,10.0,-20.0,Call,2021-01-29,50.0
2020-12-15,MVIS,STC,7,27.0,188.98,Call,2020-12-18,4.5
2020-12-15,C,BTO,1,14.000000000000002,-14.0,Call,2020-12-18,63.0
2020-12-15,C,BTO,2,14.000000000000002,-28.0,Call,2020-12-18,63.0
2020-12-15,C,BTO,4,14.000000000000002,-56.0,Call,2020-12-18,63.0
2020-12-15,MVIS,STC,5,53.0,264.98,Call,2021-02-19,5.0
2020-12-15,MVIS,STC,20,50.0,999.93,Call,2021-02-19,5.0
2020-12-15,MVIS,STC,3,50.0,149.98,Call,2021-02-19,5.0
2020-12-15,MVIS,STC,4,50.0,199.98,Call,2021-02-19,5.0
2020-12-15,MVIS,STC,3,50.0,149.98,Call,2021-02-19,5.0
2020-12-15,MVIS,BTO,5,15.0,-75.0,Call,2020-12-18,4.5
2020-12-15,MVIS,BTO,4,25.0,-100.0,Call,2020-12-18,4.5
2020-12-15,SNAP,STC,1,10.0,9.98,Put,2020-12-18,47.5
2020-12-15,SNAP,STC,1,10.0,9.98,Put,2020-12-18,47.5
2020-12-14,RPRX,STC,2,10.0,19.98,Put,2020-12-18,35.0
2020-12-14,NVDA,STC,1,286.0,285.98,Call,2020-12-18,550.0
2020-12-11,NVDA,BTO,1,211.0,-211.0,Call,2020-12-18,550.0
2020-12-11,SNAP,BTO,2,23.0,-46.0,Put,2020-12-18,47.5
2020-12-11,T,STC,2,30.0,59.98,Call,2021-01-15,33.0
2020-12-11,BB,BTO,2,26.0,-52.0,Call,2020-12-24,10.0
2020-12-11,BB,BTO,1,26.0,-26.0,Call,2020-12-24,10.0
2020-12-11,BB,BTO,1,26.0,-26.0,Call,2020-12-24,10.0
2020-12-11,BB,BTO,1,26.0,-26.0,Call,2020-12-24,10.0
2020-12-11,EQT,BTO,3,25.0,-75.0,Put,2021-01-15,11.0
2020-12-11,MVIS,BTO,2,20.0,-40.0,Call,2021-02-19,5.0
2020-12-11,RPRX,STC,1,25.0,24.98,Put,2020-12-18,35.0
2020-12-11,BB,BTO,1,65.0,-65.0,Call,2021-03-19,12.0
2020-12-11,RPRX,STC,1,25.0,24.98,Put,2020-12-18,35.0
2020-12-11,RPRX,STC,7,27.0,188.98,Put,2020-12-18,35.0
2020-12-11,XOM,STC,1,2.0,1.98,Put,2020-12-11,42.0
2020-12-11,PYPL,STC,2,3.0,5.98,Call,2020-12-11,222.5
2020-12-11,PYPL,STC,1,3.0,2.98,Call,2020-12-11,222.5
2020-12-11,PYPL,STC,1,4.0,3.98,Call,2020-12-11,222.5
2020-12-11,TSLA,STC,1,292.0,291.98,Call,2020-12-11,640.0
2020-12-11,TSLA,BTO,1,259.0,-259.0,Call,2020-12-11,640.0
2020-12-11,RPRX,STC,5,10.0,49.98,Put,2020-12-18,35.0
2020-12-10,XOM,BTO,1,2.0,-2.0,Put,2020-12-11,42.0
2020-12-10,PYPL,STC,2,19.0,37.98,Call,2020-12-11,222.5
2020-12-10,PYPL,STC,2,22.0,43.98,Call,2020-12-11,222.5
2020-12-10,PYPL,STC,1,22.0,21.98,Call,2020-12-11,222.5
2020-12-10,PYPL,STC,1,22.0,21.98,Call,2020-12-11,222.5
2020-12-10,T,BTO,10,28.999999999999996,-290.0,Call,2021-01-15,33.0
2020-12-09,PYPL,BTO,5,22.0,-110.0,Call,2020-12-11,222.5
2020-12-09,PYPL,BTO,2,19.0,-38.0,Call,2020-12-11,222.5
2020-12-09,PYPL,BTO,1,19.0,-19.0,Call,2020-12-11,222.5
2020-12-09,RPRX,BTO,5,5.0,-25.0,Put,2020-12-18,35.0
2020-12-09,RPRX,BTO,20,5.0,-100.0,Put,2020-12-18,35.0
2020-12-09,PYPL,BTO,2,25.0,-50.0,Call,2020-12-11,222.5
2020-12-09,SPY,STC,3,10.0,29.98,Put,2020-12-09,368.0
2020-12-08,SPY,BTO,3,33.0,-99.0,Put,2020-12-09,368.0
2020-12-08,RPRX,STC,5,20.0,99.98,Put,2020-12-18,35.0
2020-12-08,RPRX,BTO,20,10.0,-200.0,Put,2020-12-18,35.0
2020-12-08,SPY,STC,3,6.0,17.98,Call,2020-12-09,375.0
2020-12-08,SPY,STC,22,6.0,131.95,Call,2020-12-09,375.0
2020-12-07,SPY,BTO,3,7.000000000000001,-21.0,Call,2020-12-09,375.0
2020-12-07,SPY,BTO,22,7.000000000000001,-154.0,Call,2020-12-09,375.0
2020-12-07,PSTH,STC,1,394.0,393.98,Call,2021-06-18,35.0
2020-12-07,SPLK,STC,1,69.0,68.98,Call,2020-12-18,180.0
2020-12-07,MVIS,BTO,5,15.0,-75.0,Call,2021-02-19,5.0
2020-12-07,AVTR,STC,2,35.0,69.98,Call,2021-02-19,35.0
2020-12-07,NFLX,STC,1,300.0,299.98,Call,2020-12-11,520.0
2020-12-07,CVS,STC,1,217.0,216.98,Call,2021-01-15,75.0
2020-12-04,PLTR,OEXP,50,0.0,0.0,Call,2020-12-04,30.0
2020-12-04,NFLX,BTO,1,258.0,-258.0,Call,2020-12-11,520.0
2020-12-04,SPLK,BTO,1,114.99999999999999,-115.0,Call,2020-12-18,180.0
2020-12-04,MVIS,BTO,1,15.0,-15.0,Call,2021-02-19,5.0
2020-12-03,PLTR,BTO,2,3.0,-6.0,Call,2020-12-04,30.0
2020-12-03,PLTR,BTO,1,3.0,-3.0,Call,2020-12-04,30.0
2020-12-03,PLTR,BTO,5,3.0,-15.0,Call,2020-12-04,30.0
2020-12-03,PLTR,BTO,2,3.0,-6.0,Call,2020-12-04,30.0
2020-12-03,PLTR,BTO,11,3.0,-33.0,Call,2020-12-04,30.0
2020-12-03,PLTR,BTO,3,3.0,-9.0,Call,2020-12-04,30.0
2020-12-03,PLTR,BTO,10,3.0,-30.0,Call,2020-12-04,30.0
2020-12-03,PLTR,BTO,1,3.0,-3.0,Call,2020-12-04,30.0
2020-12-03,PLTR,BTO,1,3.0,-3.0,Call,2020-12-04,30.0
2020-12-03,PLTR,BTO,14,3.0,-42.0,Call,2020-12-04,30.0
2020-12-03,CVS,STC,1,127.0,126.98,Call,2021-01-15,75.0
2020-12-03,AMRN,STC,1,84.0,83.98,Call,2022-01-21,10.0
2020-12-03,AMZN,STC,1,484.99999999999994,484.97,Call,2020-12-04,3300.0
2020-12-02,AMZN,BTO,1,545.0,-545.0,Call,2020-12-04,3300.0
2020-12-02,NFLX,STC,1,345.0,344.98,Call,2020-12-04,510.0
2020-12-02,NFLX,BTO,1,310.0,-310.0,Call,2020-12-04,510.0
2020-12-02,AAPL,STC,1,74.0,73.98,Call,2020-12-04,124.0
2020-12-02,AAPL,STC,1,79.0,78.98,Call,2020-12-04,124.0
2020-12-02,AAPL,STC,1,79.0,78.98,Call,2020-12-04,124.0
2020-12-02,AAPL,BTO,3,67.0,-201.0,Call,2020-12-04,124.0
2020-12-02,CVS,STC,1,94.0,93.98,Call,2021-01-15,75.0
2020-12-02,CLF,STC,1,26.0,25.98,Call,2021-01-15,15.0
2020-12-01,FB,STC,1,425.0,424.98,Call,2020-12-18,300.0
2020-12-01,CVS,BTO,3,59.0,-177.0,Call,2021-01-15,75.0
2020-12-01,AVTR,BTO,2,35.0,-70.0,Call,2021-02-19,35.0
2020-11-30,FB,STC,1,178.0,177.98,Call,2020-12-18,300.0
2020-11-30,FB,BTO,2,155.0,-310.0,Call,2020-12-18,300.0
2020-11-30,CLF,STC,3,12.0,35.98,Call,2021-01-15,15.0
2020-11-30,HYLN,STC,3,90.0,269.98,Call,2021-01-15,30.0
2020-11-27,MVIS,BTO,1,65.0,-65.0,Call,2022-01-21,5.0
2020-11-27,UUP,STC,1,1.0,0.98,Call,2021-01-15,29.0
2020-11-24,CLF,STC,5,13.0,64.98,Call,2021-01-15,15.0
2020-11-20,LPCN,OEXP,10,0.0,0.0,Call,2020-11-20,2.5
2020-11-20,MVIS,BTO,2,50.0,-100.0,Call,2022-01-21,5.0
2020-11-17,CLF,BTO,10,3.0,-30.0,Call,2021-01-15,15.0
2020-11-13,AMRN,BTO,1,56.00000000000001,-56.0,Call,2022-01-21,10.0
2020-11-12,MVIS,STC,1,25.0,24.98,Put,2020-11-20,2.0
2020-11-12,LPCN,BTO,10,4.0,-40.0,Call,2020-11-20,2.5
2020-11-11,ADMP,BTO,15,4.0,-60.0,Call,2020-12-18,2.5
2020-11-06,MVIS,BTO,1,15.0,-15.0,Call,2021-02-19,5.0
2020-11-05,MVIS,BTO,1,14.000000000000002,-14.0,Call,2021-02-19,5.0
2020-11-03,MVIS,BTO,3,15.0,-45.0,Call,2021-02-19,5.0
2020-11-03,MVIS,BTO,1,30.0,-30.0,Call,2021-05-21,5.0
2020-11-03,MVIS,BTO,3,20.0,-60.0,Call,2021-02-19,5.0
2020-11-02,PSTH,BTO,1,204.99999999999997,-205.0,Call,2021-06-18,35.0
2020-11-02,MVIS,STC,1,50.0,49.98,Put,2020-11-20,2.0
2020-11-02,MVIS,STC,1,50.0,49.98,Put,2020-11-20,2.0
2020-10-30,MVIS,STC,8,45.0,359.97,Put,2020-11-20,2.0
2020-10-29,MVIS,BTO,3,30.0,-90.0,Put,2020-11-20,2.0
2020-10-29,MVIS,BTO,1,30.0,-30.0,Put,2020-11-20,2.0
2020-10-29,MVIS,BTO,4,30.0,-120.0,Put,2020-11-20,2.0
2020-10-29,MVIS,BTO,3,30.0,-90.0,Put,2020-11-20,2.0
2020-10-29,MVIS,BTO,1,45.0,-45.0,Call,2021-05-21,5.0
2020-10-29,MVIS,BTO,2,30.0,-60.0,Call,2021-02-19,5.0
2020-10-28,SPY,STC,1,127.0,126.98,Put,2020-10-30,320.0
2020-10-28,SPY,BTO,1,86.0,-86.0,Put,2020-10-30,320.0
2020-10-28,MVIS,BTO,1,50.0,-50.0,Call,2021-05-21,5.0
2020-10-27,MVIS,STC,1,45.0,44.98,Call,2021-02-19,5.0
2020-10-23,SNAP,OEXP,2,0.0,0.0,Put,2020-10-23,37.0
2020-10-22,SNAP,BTO,1,10.0,-10.0,Put,2020-10-23,37.0
2020-10-22,SNAP,BTO,1,9.0,-9.0,Put,2020-10-23,37.0
2020-10-22,HYLN,BTO,1,250.0,-250.0,Call,2021-01-15,30.0
2020-10-22,MVIS,BTO,1,35.0,-35.0,Call,2021-02-19,5.0
2020-10-21,HYLN,BTO,1,170.0,-170.0,Call,2021-01-15,30.0
2020-10-21,UUP,STC,3,2.0,5.98,Call,2021-01-15,29.0
2020-10-20,MVIS,STC,7,35.0,244.98,Call,2021-02-19,5.0
2020-10-20,MVIS,BTO,2,35.0,-70.0,Call,2021-02-19,5.0
2020-10-19,MVIS,BTO,1,40.0,-40.0,Call,2021-02-19,5.0
2020-10-19,MVIS,BTO,1,40.0,-40.0,Call,2021-02-19,5.0
2020-10-19,MVIS,BTO,2,40.0,-80.0,Call,2021-02-19,5.0
2020-10-19,MVIS,BTO,1,40.0,-40.0,Call,2021-02-19,5.0
2020-10-19,HYLN,BTO,1,280.0,-280.0,Call,2021-01-15,30.0
2020-10-16,ABEV,OEXP,1,0.0,0.0,Call,2020-10-16,5.0
2020-10-16,MVIS,OEXP,1,0.0,0.0,Put,2020-10-16,2.0
2020-10-16,MVIS,BTO,5,40.0,-200.0,Call,2021-02-19,5.0
2020-10-15,SPY,STC,1,200.0,199.98,Put,2020-10-23,337.0
2020-10-15,SPY,BTO,1,200.99999999999997,-201.0,Put,2020-10-23,337.0
2020-10-14,HYLN,STC,1,370.0,369.98,Call,2021-01-15,30.0
2020-10-13,MVIS,STC,1,45.0,44.98,Call,2021-02-19,5.0
2020-10-13,HYLN,BTO,1,320.0,-320.0,Call,2021-01-15,30.0
2020-10-13,MVIS,STC,1,45.0,44.98,Call,2021-02-19,5.0
2020-10-13,MVIS,STC,1,45.0,44.98,Call,2021-02-19,5.0
2020-10-12,MVIS,BTO,1,40.0,-40.0,Call,2021-02-19,5.0
2020-10-12,MVIS,BTO,2,45.0,-90.0,Call,2021-02-19,5.0
2020-10-12,MVIS,BTO,1,49.0,-49.0,Call,2021-02-19,5.0
2020-10-12,MVIS,BTO,1,49.0,-49.0,Call,2021-02-19,5.0
2020-10-12,MVIS,BTO,1,40.0,-40.0,Call,2021-02-19,5.0
2020-10-12,MVIS,BTO,1,45.0,-45.0,Call,2021-02-19,5.0
2020-10-09,MVIS,BTO,1,50.0,-50.0,Call,2021-02-19,5.0
2020-10-09,MVIS,BTO,1,43.0,-43.0,Call,2021-02-19,5.0
2020-10-09,MVIS,BTO,1,43.0,-43.0,Call,2021-02-19,5.0
2020-10-09,MVIS,BTO,1,50.0,-50.0,Call,2021-02-19,5.0
2020-10-08,MVIS,BTO,3,25.0,-75.0,Call,2021-02-19,5.0
2020-10-08,MVIS,BTO,1,20.0,-20.0,Put,2020-10-16,2.0
2020-10-08,HYLN,STC,1,660.0,659.97,Call,2021-01-15,30.0
2020-10-08,MVIS,BTO,1,20.0,-20.0,Call,2021-02-19,5.0
2020-10-07,HYLN,BTO,1,470.0,-470.0,Call,2021-01-15,30.0
2020-10-07,HYLN,BTO,1,540.0,-540.0,Call,2021-01-15,30.0
2020-10-06,NFLX,STC,1,1115.0,1114.96,Call,2020-10-16,520.0
2020-10-06,NFLX,BTO,1,1330.0,-1330.0,Call,2020-10-16,520.0
2020-10-06,MVIS,STC,1,28.999999999999996,28.98,Call,2020-10-16,2.0
2020-10-05,SPY,OEXP,1,0.0,0.0,Call,2020-10-05,343.0
2020-10-05,MVIS,STC,1,25.0,24.98,Call,2021-02-19,5.0
2020-10-05,MVIS,STC,1,25.0,24.98,Call,2021-02-19,5.0
2020-10-05,SPY,STC,1,285.0,284.98,Put,2020-10-16,330.0
2020-10-05,DIS,STC,1,345.0,344.98,Call,2020-10-23,123.0
2020-10-05,DIS,STC,2,325.0,649.97,Call,2020-10-23,123.0
2020-10-05,DIS,BTO,1,303.0,-303.0,Call,2020-10-23,123.0
2020-10-05,DIS,BTO,2,303.0,-606.0,Call,2020-10-23,123.0
2020-10-05,UUP,STC,10,20.0,199.97,Call,2021-01-15,26.0
2020-10-05,UUP,STC,3,9.0,26.98,Call,2021-01-15,27.0
2020-10-05,HYLN,STC,1,409.99999999999994,409.98,Call,2020-11-20,50.0
2020-10-02,UUP,STC,3,4.0,11.98,Call,2021-01-15,29.0
2020-10-02,HYLN,BTO,1,409.99999999999994,-410.0,Call,2020-11-20,50.0
2020-10-02,UUP,STC,2,9.0,17.98,Call,2021-01-15,27.0
2020-10-02,UUP,STC,1,9.0,8.98,Call,2021-01-15,27.0
2020-10-02,UUP,STC,4,9.0,35.98,Call,2021-01-15,27.0
2020-10-02,SPY,STC,5,71.0,354.98,Put,2020-10-05,325.0
2020-10-02,BA,STC,2,190.0,379.98,Put,2020-10-09,155.0
